id	cate1_id	cate2_id	cate3_id
176ea7dc07052efeda308da267438479	1472	499	499
8d3ba1200e79d98d16c0eb855ca70613	1472	504	504
ee71c2f024e44c1fa2e909a1a0b6b3d8	5	34	269
5ff703a5c154a3c111fb53a055421286	1285	1521	1538
516f4905bc4627f2b6e52998d397b95c	1472	1476	506
bc3a581b84d23de3536db3a70f0b4518	449	2328	261
9c67c936d383fde37d1b6bb660402a19	1230	1	72
94e49f50c4c54039048c9bc7d0f8b286	1230	1	297
f4b860e1b9230c9bd57a3e6d6062ce62	591	604	553
57859ecfe79c84228305f24457b28164	5	37	171
545b159780d491b91dba7bac7ad5c4f4	1472	498	498
43b1a923074c851e66f6d3795c7ede2c	591	593	615
005cf9c7b74d8797cab8d4301571900d	5	2000	164
fa23bf3c3c7ba419b745a0343e30f7df	1472	499	499
d5273aafd953f102d3fe7ebe170e06fa	3	590	432
a0b4a17e309213a3dfb9f78ee42f4568	562	568	568
8cf528cc6af38129eb66fab8248eb7da	1472	499	499
370e60de2bc7d09f978a1abd59c432ab	3	2341	101
583902937804ba818edee6754cdab964	1472	504	504
3157537afebb7e7258fc7011dd8c9cc3	571	2156	2158
bfa3a9c941a8b799dd8d2a6e4e3cdd9f	3	760	387
24d2e44d4e4787c104aac6b2335bfea2	1230	1	56
bb6128d2db254bf5af284ac6066cf6e6	1230	4	126
9ab7f15e3c993b6114999d44efab10b1	3	2009	106
902e494587d355c8d03b35c594fac7b1	5	1945	152
e93b889ad76ecfc674de73b5f2eb9dc1	1230	4	126
43d5cab8347550a742eb094c3ae63811	1472	499	499
0f0e868253204e454983f7ac48e91848	5	1945	214
b1f7b6e26ab8837c2c7ea23b7bd1c952	3	2343	107
2e90712a9832240992b94ec34d575c0c	5	1766	159
2158c750b222c7165b0eb4d403f41511	3	361	423
264c4e1343309c7fe8cd933f80b130fe	1230	1	52
54f9dc043d76f597f44dc33c19950086	1648	1654	835
bd6fd72f29d1566179f114cb9231f113	1230	1231	69
c0c818fc538bca18bac13aefb89412c3	5	1325	158
b89d8e4510e9158828dfb6563ebfe3c7	3	22	1374
71d5b4ec1d673815e8955363256abb1f	328	2009	2052
447c75756d7a924359f3df9e94b364f4	6	186	186
1c8d8e998e487678828d095ebd6327fa	1285	1539	1545
fd7273ba86d0b375d8d319a407da11dd	393	959	1016
de631c8a9a275be0c7c65a0bf572faea	328	2009	2052
2944dfea99b9b325213e970461e43728	1472	1473	505
7a0f821481c6cbd2a513e37f61077a14	2	20	272
c2e41fbef61605aeefe38eb22e796ff5	1472	499	499
eea03f3b374ae485df057dc567c0cc61	1472	1476	1479
16bd2a5ec09a94a9469160a03836182a	5	38	216
1f9fe012da52f489bccc8ffb2ccf5435	449	467	467
2db6e25bcc25ec684ac8a95441fc32a6	3	590	431
580483aaaf98d8fb42420e57b723f0e2	1472	1476	506
4511897d8ee0dedb9593f442df96222a	5	38	173
7b7e9a62f08f942de2b958e7bd487110	1472	499	499
dc73f26afcbccbb078e1c585929eff96	3	361	425
41c52386db9c1ff16cf380a8cd2595c6	6	178	178
52df2f8c37a5c66a8c65b6be365c81b7	1230	1920	235
354b0a91a2ed96b546b9cf5efd9f3796	1230	1	66
c7b82a5b2601adedd736310f05ce2e1c	3	361	424
4fd7daa172aebd0ba721dd8cddae76cd	2	13	13
3770292f6be88d7633ac5eda32e2bd70	449	465	465
6e3a87e5d3561775adf099baaedba8ec	1552	1553	1554
6a181c94d1cd793dc653797c335fcfeb	1472	504	504
41d26f59069c81b40f5f921d8aa50746	1230	464	71
0e2468b8408b9b0b99cf88fefc3274af	1472	499	499
ccd6d8cde59142f0c01d42e637384680	1230	4	129
fb49390243b5879a09877c7e19a636ee	393	960	1089
036d55ce7d4206eb64f0d29081f49738	562	567	567
a3727e742e6be6b2c7b94ceee5019c31	1648	540	540
9d175cafb15da9d29a725cc3d199762a	2	19	78
261d3ed1a9de0491debffaf81960cea6	5	37	258
45b0fcc369f7d63f79d4b532cf879918	571	2156	2158
f4c2767f4a33c1eede21c8a3d67e412e	3	361	424
a1e4d0f6ad58d1e346ff3efbf7618350	3	361	425
362844f093cd7e23955ec0b494157418	6	178	178
a1faa8c287f514b63ecb6ab6d779609b	393	524	550
65e54b433a98d089d0ee6b9ca1f8e691	571	2156	2158
e835d9ed93675bc0089db225ccd31c3c	571	2156	573
e62a9cbb2b81acbb0cae6d91d13483cd	1454	460	235
262f1ec1e7a1f351384ab89cc98cc672	5	1945	152
c22c81f541cd9466bb36533020205629	1230	1920	234
26ee7d5f73577c1aab2cb9e8c304e79f	591	593	616
956699a0f6aac44f3ee9c96318d2efa5	3	24	441
fae36a846e95891baccc870b9fbb1ab6	1230	1	65
4afeecb8f77de8a0bba66090e7eab681	571	2166	2166
8f247262c7e16e424005f6e490910cd5	3	1327	429
372c39ebc83000c3f7775e7cf93f5872	2	14	14
59b8e89cec9c54e7facf14a763844889	1648	526	526
e80c4ee4b4b6d7447892199ce434b1dd	1285	1521	1538
9dc5044a96e985ddcc1cc842b5b9249f	2	16	16
e09f6039531e0e094de9f5d434b7c6d5	1648	530	530
861d25fdf5a07474bb084a956323e6aa	591	593	613
7fb996d55fd476c3270fafbe62f64e1b	7	268	619
005c65e3e262cac7406444dc0452c531	449	475	475
7a7dcf1a866820439f37176ec6570dba	1648	1654	835
abe8feca3d892a6ec11a68e4ac349174	2	14	14
3fc387774960ba4b08ca732d2232040f	591	593	617
872a33a3bd64a08fa0ca481d3182216f	6	2439	302
84ead42c7d51c8432470d621dc3cd4a4	5	1945	214
fd57f96eeca35b41aeab394ee6875d11	3	1327	429
820db43ddd127d2a42ea04e221f609a9	3	361	425
b949107ceb76f83da2f095c62ab4b17b	5	38	292
7aea439114f0514c025f23d801c8d57a	5	34	149
eefdf98ad350f8a1e20571e697b798bc	591	593	619
ebd90c38a66e81923222676e87f241c4	449	475	475
067060db073840682ef1756df2fcf833	2	19	77
ecab00ee95a8afc73c684bf3448e9d71	1552	1603	1606
ddc73cdb5c406622eab42c307549d987	591	593	615
9494583c84dc6aabd702b9422924d89e	2	19	78
85eb88f929133d87871bd07bee07bf42	2	20	81
c9fa8597b22a6cdab56964a51673d9f4	591	602	682
548168785bfb36004cf041a8bd8e6f65	1230	1	65
47975a8d6bcd2b1103e4f2b8f3c70513	5	38	1982
561412ca7a72949ac96870d2999e705b	3	361	2180
ad78099afd195dc9da3085af6a2736c6	1472	498	498
26c798fdccf3e4728a60a04828a11742	3	22	94
9b460994d3314b9b8097b5c05d2b9f1c	3	361	2179
e2f9b0f7d9213ec65c9bb9ced14d448b	1230	4	129
ebf9970c3c67e812f5daf969c4e77ea9	5	38	1982
b3a38459be5899d3f286dd12068e3dc6	449	481	481
56f04e110ac0b4ca316e5b8b64063d5a	3	361	2179
177a5a6fa5e8f991d9015fb9cdcc79cd	1472	498	498
3d649fa3428fcdbaa31cd35fc08b0cd4	393	960	1076
24b379c4ad5a4185000390820afeb830	3	760	385
11e8a11c996f61afdbdf78396f6399c3	3	22	94
7b4bfa5195bf77c2b61585df1164f276	1472	498	498
ea0ffafae991355251a1509431174b0e	1472	1476	1477
eede1905f152bd0ddcbd49acd52b9764	3	26	1387
dfbde07a754dced82100c0ab327228da	5	1945	152
c510e67ba12e975ad77b11515b48cf04	393	960	557
c4e0e2856ee5f6616745d7d75b0b46c6	5	1764	273
ed47572581a2ef52b7cdbdfe7f67aa72	1472	1476	506
e00bb9e66d46e0782cfd3b28894fe6c9	449	457	457
c012a14da6d1431128303aae910364e5	1472	1476	1479
8ddbecaadedf337cab9b9def6366f8f5	449	481	481
7bd7b9182e6e71ceb0b622996e62357d	5	1945	152
44c45117a47de39abd88ac031ddaf0fe	1472	1473	505
829e2a0c9127bebf37a9132fc90b92a0	1472	499	499
e53f981d4318843997e007ffd563dd7e	5	34	149
db7802f4d2e172331bedc0d43f6e7a87	3	361	2180
1c007b27a4ab34f834005e1e16d97fa2	3	361	424
9f33c03571dcc19411bb16a89a206496	5	37	165
cc13b5f6eefcf75418c7298347c3c2fa	3	23	1367
095887e0ad231499e5fa392484b14230	1230	1	47
e8f3310a625494cddad070b8e8434062	591	593	617
8ebd13739bf3851e2371f93615ea4e33	562	1559	1559
76a753948930efab863ffdf9050cf62a	562	569	569
465632910a0d41743594a0baea84a39d	3	760	385
ac721edd0cb8a8a479ce4f20adffbe17	591	593	616
7291ea5b39846b2ab259fc201ff4ffb3	3	760	386
dbdf1c71c63eed859484283ce842c91f	591	607	736
6335146e97c98873fbed80b24615fc88	3	361	384
effadff0449c8ef2399ffeae9dfc9d89	1472	1476	1477
71f15dd14c61188c812b278f7db3aacd	3	1327	429
7bd08f9ff2c46f21bf1afe33e817af47	3	760	385
10d83f2811ace8884cbb15d40131ff4f	449	2294	2294
c3dedd909cdc0037c9dbe6b016b9cf14	1648	530	530
341b9406300a11b4958671d30fa5daab	393	959	1015
13b0ec9c6fcd83a1d89a9bae6686bdb0	3	26	1387
7dd62f2abadf57676a70cf37d218af61	393	959	1015
9a1b51de1cccab588ba1319e3d212792	5	37	167
d413989c970c7ac09b5c94270f73ad3a	2	2122	18
6fa6d969a3f759f9136242016abc9fae	3	590	431
ad2a7c5034a291de1f1cd48f59efa38f	1472	1476	506
c1a3b213316478356a5fafb7793815f4	449	468	468
a2ea8aec02801c2eeaef45804bb249d7	1472	498	498
b2d4245052c8d330f40ca0f2c4620f9b	5	1945	126
c61bea15066356faf188a802556fa777	5	1325	158
8651c76b12d38bd6dd6a06d28fba19cd	1454	2172	1686
026f33175f06db0bebd59cd5ee098f3b	7	268	268
6e8c84d87c5442208b7da6daa3f77419	591	593	617
7ed0d3c3e39dcb0222fa4c722fcbb796	1454	460	511
ec4d68febf8f39fd644af2049b1fd219	1472	504	504
3e83fcb508ae468343e03a04a4e9417b	591	593	610
3f0403a0e04f94305eeb5f3d9d927b6e	1230	1231	69
90222a24ec09639e76ae7d163fa65a2d	1454	461	1686
c4376e4044e335da192d7d29532db10c	1552	1553	1590
5974a8e3a32962ae6d982f5d0c8fe283	3	23	423
7f4c5b20487e02e8d6cb6141240e20a4	591	607	736
5969355f995ba3bacdaaf429e2749dcc	591	604	707
e158824fa85740195a608c6512fe618d	591	593	619
4bb6fc03086e14f53fa2e3a6664d40de	3	361	2179
3baf2c7796a9ab4f804e25be50fa24ef	591	593	615
64f6fcbc0a2538bfffdd2fe44a94c581	1472	1476	1477
6a1533a09b5de0247e8d8faabc54bc27	3	760	385
792ea10aff84f60c1efb1ca324a18753	591	593	613
b0ce2f46831968fb8dcd4fa852e7ce7e	449	468	468
1b27dab3b2a83e877ddc78e0a2c2e305	571	2156	573
4c707f29729c9afab26076162efb3950	1472	504	504
1eed2add1cd3657ece34570d49e7092d	1648	541	541
3db01fd8625b71ffc0e44290577d1f45	449	467	467
df363a5b580c6c94c482d00a0ad8edac	591	593	617
19ec68147693f972d2762ae36a8d8653	591	593	615
506978d9268dc977762bc501cecbf2c4	571	2156	573
b7acf50acfbb2ec7124fdbef705f7d56	1472	1476	506
98eda8c64e360f664a332f73d3c63e75	1242	1144	1197
30a133634a660d7515e978933e97a07c	562	569	569
22a527813aed43fda93a828f55f67138	571	2156	2158
9a1ac3621c8c41a44cc6582435b0b297	5	38	173
853fdec05a9000ffd4de61d55a0a156c	1648	538	538
ac67d36eef45d245b2848b3575f58354	1230	1	56
ca3f9562922b2ac9a2ef977a6dfce177	5	2000	164
115c3f6080cee534a8282bb899226b62	2	212	212
c23976f222461db4b525fdaf4979f75d	1230	1231	301
976db7f22197e6b8b112cfb28eed358b	3	361	2179
503f882d725e011465021e0c90d1960a	5	1945	415
663368e88b1dd6031e8f1068713f0c14	562	2314	2314
d2ea0ce1ff624a56c4ceb70a6181ce7d	591	604	553
87ad0616257be8eeaef66c593e369e4d	1472	499	499
188c9d9fe4cf9fa88634204edbd15c29	393	960	1068
861ec26d7492314d37580dc6d5a6ded0	449	481	481
1129b0c22e7ca7d13e8ae740fb84b798	1472	1476	1479
b80a437a3df437173674ee435532a97c	591	593	615
e8b6b9482031792df830fa44bfbeda43	5	38	1982
0731ad73cd9b059d597b4ec757f4b6cb	5	34	149
45971d5ab2b4376184b66d9324fecc19	3	2343	106
ce07ea7cc07e4589c097c09a31bfad48	1472	498	498
aa4fb5c0efc6f92089f89f0269e1adea	1648	530	530
33b6ee8557c20a7aeb8b7cb2c6993f09	591	593	610
2811480a18a541546c31bb7acfd35a00	3	361	384
fa8c486fe36b1808dd3cce1632f6c23c	1230	1920	235
d77e97768e34e07f12ac67de56776e9d	1472	1473	505
4066b3153928f3a308b2ae61f68eec43	1472	504	504
015db81dc4b96978d6326439e7247867	5	1766	159
8bc04d437fa2263e9eab2d8402afec11	3	760	386
b58bfce06643fc9f4acd69c86417ed3b	449	2294	2294
f2a2967813c1cf164daa4da91cf8aa4d	3	2341	1365
ed0efb2ab4a27570bf12d82c6ed703c4	571	576	576
6d8fee58dc1588281403ff27c52a126b	1472	499	499
e6656cc77115872a9509f130dea38818	591	593	616
b543dc87c108d5f7f26287bef960434c	5	2000	164
49db74778d78cc2bab43fc5ba63e20c1	591	604	707
d5a39d47e7670aad5da19c918bed297a	1230	4	131
e8a0eeede52707167e33b3ae822b304d	1472	499	499
5fa1e1b4fc56714cef9983268fee6874	571	2156	2158
884f3090114ba5db7cb098169b3b5461	6	198	198
78f01e1e73ef39fe0cfc2d4e1329c658	5	2000	164
a411423f64056279b6fa85dea3cc40b3	3	590	431
6de0306c6cb6faa622815c1c64c0bfac	571	2156	2158
1b87c59114691eed51f0e68cd87fdbd1	449	478	478
9b1d4c21ffbbe4311edea5b6a16599cf	3	23	1367
6e5127f5bac9a2c859162560c03e9a2a	591	593	619
e2aeab0a32658b697f5d1f2481529220	3	2341	101
08870023747cac5878bd32a9abce51ec	1472	499	499
2aeb638373d69a1e1398695f12e90faf	591	593	615
9a00116e784ef1ba0ff5e1eac5755f73	1230	1231	71
ab859326f6954d9b79db745cce42cdec	1230	1920	240
8125797e9ab1c5d0ac98c0ace5e0fea9	1648	530	530
79199113525263f9765cc7994b12e1c1	1230	504	72
9ee4b84a419f99d062c13ef8a0cace49	3	30	306
9e4c2246c58baa96287007cd1d51ce5f	3	2341	101
ae9d4855baea84afe9df5c2efa97132b	3	24	97
54e1ac05b18cb0260be3538c99cd0269	1230	1231	69
e89908a6406f65d09c844bc991402071	2	13	13
c5c8c9b0cb6f43a90c4283436783b11a	591	593	615
d4169886afef115b39acccaffc7cc8d9	3	2341	101
657f84785dfff6ad48edc25241b77704	3	361	2179
4e31370e58121681831f52bc095e3b7d	7	196	196
17c95fb58354c752a03347d6708eeee8	591	593	615
fb6a966586c248ed428089eb569ff18c	591	593	617
554c32cd869734c2e5303d50da1379fb	5	34	269
524165ff048b04c5b08cdc4e27490dad	449	478	478
53c22b51c19e008df9853f08300e212e	5	37	171
cc479b0271b876d6641edb2e43efd344	393	959	1016
d16cc8092b6777e071b5f2f5d536bbde	3	590	432
4986ecaa879a2a5bb7e415cba8f34751	3	361	370
a7684e3254ab10bc23b8ac86c615922a	1230	1	51
43b6863238dec3390e41d323cf74f776	3	24	97
29afe2154cdada017d89f55520d2788c	571	2156	572
a3d3096d2d38e67bc0d44d76148f5023	7	196	196
b396bceeaa5e58155073da9943fba263	3	23	102
48c34ee22e6c18a7701455c2ada86626	1454	461	1686
8d23304b45c036c20c501914a03e0200	3	361	384
d5c36f095a893ec6501b8b650ff7a16a	5	1945	151
5b873316dd0c0bcd9b9e524d546cca1b	5	38	173
17d1450199b7c2ad82fe24b4a130b6fd	571	2166	2166
dbaa0607c7b89ba0e24c41675d757446	571	2156	572
a80669010dbaa71d516e5d7ea388159b	5	38	1982
5b54f2e610349344a572b62662449bdd	5	1763	166
7613768cbee4bdb853baf3c1ff46fd2e	1472	500	500
2aea61d80d1d05e83ba10a27c4c17f77	449	2328	2328
dc49fd1d7470d37aeeee45652cb33a9e	6	2439	303
3304b93632b8a60a28e6d45943ff8899	3	600	1422
d4880dbcb9e24bf8e09e202eb9aead92	591	604	707
4929546576de1676a41b53242c5ce078	1454	462	517
a7447d4256988d4d771d18b73c919ccf	1285	1539	1545
a54103f678c1cca2497f56e06656bcb0	3	361	370
4e02ef33fe730ddfb41fef9d2d767d1f	3	23	107
9f6240f53f025467ea6623a61be738e4	2	2122	18
d01833a378c2855160065e22de4355d0	5	37	258
98fc86be0be781b52d2e01046b4903ec	1472	504	504
848e29195bb769011bd820efb9cb06ec	6	2435	180
f0e2ad8fb9f0c70be627096c35a8884f	1472	1476	506
9bc9397d95fd587665b85497bf66f302	1648	530	530
d69c7fed4547675be4f64aac98b50a4f	571	2156	572
1762e0763fae155ec032d65265a38336	1230	1	51
364bf43ee38620a4ff730871d5338983	1472	499	499
28ef6c46f77bf9aff1e2d2065be41ca1	571	2156	572
e8f4d883b56e2b7e2c9f0320ebd07b50	591	602	682
14303d2b1fdc87c88eebc87df4edcc95	1472	1476	506
347e1719d17cec0724d3ccae71cb2d24	1648	530	530
48d99785cdcde4564fbb28f4f2084251	3	760	386
55317a084eda2d28d15bb1f5977db4f9	1230	4	127
b0e0c72fd4bd88eafd341ed3200fc2de	591	593	619
8e693928514a259f329e89c275640638	2	20	272
f9457d004dacdf0e40e5765c3ba116b9	591	602	682
fcebd18962033eec0941eec63dee405f	571	2166	2166
d281b576a9956a9175bfe902fef2ff7b	5	1762	156
8f2b5a25f7181f97d1e1f895bec7977f	1230	1	67
115fa91148509b424edb06cf35d8457e	5	38	173
6c74163028059737dd6f5be582952cd5	3	361	384
5e526f1f89f42849ae0103ad349177d4	1648	526	526
84e146167c86eff72bf4b9a41c307cf4	1472	1476	506
148861a71632cdc471f3dcbdd1757408	571	2166	2166
595c81d2238771fada99894b4ade657a	591	593	617
57830f9d976db1301500b375b7b9e757	1230	1	68
e0f1171c4f82932284cc693939a9d38e	393	959	1016
17d41ed283ca41118b63bbf7c9d8f2cf	571	576	576
70a20a62f2ab887039191af27de4927a	571	2166	572
7bbb0e35909ba18d0db82453fc724c1c	1455	1456	565
0ed0bec1e89018cddf5a0b5eb7a0b0c8	1242	1302	1311
c0a46c12359e574cd691a42fc2d3b740	1472	499	499
8eb78d8335b6cdf5b79988fc22c9698f	3	590	431
43dd728630a8dfb67c6bd6e78a2c044c	3	361	427
119aed51b3078f3be3d156f52c95469c	562	563	563
75ba50e2f2e65edb438de20fa4712d07	591	593	615
1309227a47b76e80f41728816dfefb14	591	605	712
3f1e2e378a552881b590f1cb4d42fa39	3	2343	106
8662f99299758b7f97cd97da94f0c241	571	2156	572
59ef73a80a98cf3aa745a2333f1ef3d8	562	570	570
dbb68dee9e656d28b049dc41e5f49f43	562	1559	1559
da5915776abaf4d200af2381912aa999	3	361	370
2cf284e8e40363023819227f21b1f2df	449	475	475
47c6c97829576f97eb3797a3becb781a	5	34	149
384b1929578bc8c4983f76b4e13eb49c	393	524	786
d55e767bac9d021d8c11deab53139b30	5	1762	156
34a3d9398abba7d007cd706725e235d5	5	38	174
1fb485aa3febcf95d0dfb22aaaea3558	449	473	473
3fe18e152c990edd28abef14e4dd888e	3	24	97
4e246900d79c6ed8ad97745fc33c3973	571	2156	573
a3cee1f2ad937b56ff705e52846ca8cf	1472	499	499
82b632dc358c31ded2002a5b17527c97	3	23	426
9274a3cf732e7d59897adddffd8b1265	591	593	615
95ad6e30b560d4552b5913dda79b5c5c	5	34	149
3a0359570a0bed1c0c6d16eb2d7d0b9c	449	453	487
1fa22a7d3dc6a074582d6e9c66b1bb4b	3	361	2180
eaa3540201c8a80696bc68280f99a9da	5	1763	166
7957c7652980571c51d4a1ac5fdfafd3	5	1945	151
54b02d86ad8ddf04f4b372c14604a1ab	571	2156	572
2e36e7f0f4ddac02f4b2909d6fdde9e7	5	38	292
369b6fc3cebaca76bf474e8f466c6825	1472	498	498
917c00cf593d28e9cb820244bac3c833	1230	1	59
c69bff93dc108f06a1767bf85cb28a95	6	184	184
8a3be1044de811af071f7058eb642857	1472	504	504
1bf8a52c8073e0f3c96af77c1daa0791	449	468	468
26200ead5a13bf7b3469946379b1d5a2	1472	498	498
ff3ca0dcb1983ad528d5f2a3dcd82b4f	1472	498	498
908645d5d77fa2710b8cf143aa9b24b2	3	24	441
9ce32b9ee5de8f3eda789699348da729	5	1945	152
e7cead3fcaaff97fabf37392c5536cb9	571	2156	2158
806685f5a4cc9c141510ca61b4a51c0e	3	361	2180
827536b047c7eb4378d007dfb5c8b811	5	34	255
246e6a286227d4b4e7af2936807321c5	3	24	97
bd24ba74ab470bc8e68b88e0ae3b07ae	5	606	723
9d81d682cd118d8d5439223f44dbe739	1472	498	498
a9d50a8e53745a7fa74fa5cb0f800516	3	361	370
27cefcda646af8659c77a745fd893757	2	212	212
bb553349b42fa13f2987efcaa59236b2	3	23	423
c7f89076924a8aa4931a1e33f403af03	1242	1302	1311
0fb6c66f85f72be5dc3bb6c0c5366e16	1472	1476	1480
dc19da07ee6d5d3cad5d2d3b257372ab	562	1559	1559
768d169be70b1f21e3d8fbdc7f6505c8	393	960	1077
c60334dca022e68af180eefe3940ec79	449	453	487
8e0263da5d61f046985e9e729ba601b5	449	453	488
3bdafc7b8655c8c0e7de0dd605fb2d6c	571	2172	574
70d0e5e60d2950bc582f5aacce555a07	1242	1144	1197
85526b6260f708f46c8f3d6a32399899	1230	1	53
1cc5830ca725b1c6cdf1b2b461061178	1454	460	2327
26f4cde9ebcb8c37a30e4287f21fba48	1230	1	64
5de1112f5d229156c98a75edfdffe5b7	393	960	1076
b82680ac091d378a5177550e4e685f64	6	2435	180
f19b65083bad260a5042086102ca9f8c	7	266	266
e27a78b7d212467eac71ef4066acc73b	571	2156	2158
20d8cd0614444e33e773c6a12337bf2b	591	607	736
edf1f7b4182e5a0b87174f2eb7491790	1242	1302	1311
f653caf1686b3a6d777ab919fe0eac59	5	38	173
d80312c66365fae1ac0f084db3be2340	3	361	384
05b8c3d5a4b505c1fefccad3628e8e7d	3	361	2179
47bb9edceb59f19a2ea10d4bca82814e	1472	504	504
af2fc7fcd02cacb6d929494758a4402c	7	196	196
00f2961a81dcc3e836d031cc6dd71dff	1648	1660	932
6a0ae66a8c42b7379db6ba6dcf788834	3	23	1367
38a05157b309e18c4fc4350271cf1efa	6	2435	180
50b3d124b6c37a97d3da2f0c0dae9fbd	1472	504	504
a8a60ae67ee342c67754cf21810083cb	571	2156	573
1c73927cba06edf72554468273f1fe66	3	760	385
b4375c1b85145e389d55fdc0428bfe6f	5	2000	164
07deda5b605202df0ebbcbb293a5e778	1648	530	530
036caec109698697ad96e773264083c5	5	1764	273
ec3c4601a1748699ac0948743de93a02	5	1945	415
3c8b2c55df31d3457946f398c866a13b	1230	1	65
0a0d1433f59ad60f541e1d6353d47846	1230	217	219
12184defa9805177eb67da48b62fba44	1472	499	499
74103f28f241d9c92b14dbd7d337063f	571	2156	572
e137cb3134e72a4fa7a9d8e26b5d7dd3	591	593	619
281acab2ff29b7269e264378ed27b4ac	1472	2439	302
bff9d361669eee82ecce34141fdfdb82	449	477	477
e0d4a0a908ceea1374bdd7b3f016577b	591	593	615
6172dec87ef7066cb2a785c49624dc53	3	23	89
b9e13aeb5a244dd1567647067090237c	571	2156	2158
b0021470e780cd08a7d11392ef02b688	1230	1231	71
11108101cf70d3c64d239216c6c293fb	1472	498	498
fdca4e6b7fb7e27887be6e4e7f5b50c8	1552	1553	1554
36472ed8f94dbab0e17cc65dc12880dd	3	23	1367
f50d5757183272e577d799ffe80e8a6d	449	479	479
4a6f41c47df0a88b26d7822b3e20b0f3	393	609	749
afff4d519efe8dc3cc4efdce4e3ab1cd	3	2343	107
458be6ac143aa8b7fb289940170f22c0	1472	1476	506
2912ab8fa02ba12821f3c29867290378	562	569	569
81029ce9ffafc1c36887c8edaf267882	2	19	77
ec4299b7dc552993f1dd8f8363689261	1472	498	498
ef8e342fe3dc23409a2b9ec0b5ff72f1	1552	1603	1606
41e16a68c161621822bb13db59dcdb3c	1230	1231	69
9afe3138e9b716a073bd3d53d5c5295a	1472	1476	1479
4b2dabd6d073369e1c1fab19248a97b3	449	453	488
1de03aea1ed5364b18faf0bf6ef15eb2	3	26	1387
1aaef4439ddbc382d85cf52296e418bc	591	593	619
7ce8f85e01fd3c23b6e6aa205351cf21	5	34	149
99a5388d82ee611be2ff1e63aa54a59a	1230	1	63
ed62156d76a2eec51c153ba516eb0651	1230	4	125
34d9aec945b824f06c052983873bd186	3	2341	101
553cd31947b14fd12064e3917c9961af	5	1945	151
a7782dbde1a532db67734b81d1931cf7	1648	1654	835
873c402c2c9613d0748c01a0e4d47083	1472	1476	506
f895e8e719b3fa075e7f3d7407bff8bf	1242	1302	1311
c1dc3cb0b3223f51dd5f750f23329485	449	453	487
262c70991615869c9b663a2c83a0fbf6	3	361	384
cb77d69a67618ada5ea715e1eaf7ecf3	571	2156	573
8f2344a6fa25b708f3f053e7f0c8fcc5	3	760	385
95cecd6cef5ec9fe434c5724c4b19ac7	562	570	570
e673b0c3088c10933e6094614a58da78	1230	4	140
d9fdd42668cd821fd99434ff59f8c669	1472	498	498
5eeeb1d7453be277219c2df7f4045612	2	20	80
6030031d30d27d16cf56a0d8bc3758e4	5	38	173
0326fcdb3071b5cf4f52c92fa8ffeb35	1230	1	56
e66fe9c2b98e82447c368683a6302cc1	571	2166	572
4afafc0ab904846a69bd96865213b2a6	3	361	424
fb4f56e6587d7f66a816c11672fc85bd	1472	498	498
dfb16a5a4a1ce5056175c0f5853db408	591	593	615
817de2eb1d80fca57e618c885f2969ad	5	34	149
ee98047b3cf3baebbf4d5a52b29fb008	1230	1	60
a065e0e6c023eaa0099bf8c2e531dd65	591	593	613
dc3c76346309832558d1046f98d44b1c	562	563	563
102a6d43bcecde67ee5a6b9669738b0c	1552	1553	1590
970a6c2465ce03e95fbb0454b6ec5cac	3	22	95
04e7e30d1687cd437893b33aa7adbb23	5	37	167
d0930cc60996b23913af807af315666c	6	2435	261
a388dae18bb6230d83892e3111185c19	5	36	161
1cb11c51d5b5d936ead7e885c41ae4f0	591	605	712
c94351f6ece51b83c46d32bcb8f5f741	571	2156	573
9cd370ec94ccb582fcf1e9ec3b6fdd1f	571	576	576
cefc894eda1738d771254e8cd9726f36	5	2000	164
9bcd0c31d32d880edcfb7dd94dc13cac	3	361	424
bccb586f2c46cf8d027e7247615c9ec9	5	1945	151
a994070b685d64e5cb60755f6029235d	2	20	17
20b14b0abc65b9e4b5d194450416426b	1648	1660	932
644b90c4b30ef205790986e6a13066ec	393	960	1068
80487bf3dcbf4c835f5453e02e123201	1472	498	498
7b2e0cbd4cb3aaf1bc44a7a110b5c101	1472	1476	1477
15a6202764a79d5b82092f915cf435be	591	593	613
e545c6e8f6f132cd832963f8eaccd524	1230	4	123
eee736d43548ad34cbdfcf305278f44f	1455	1456	565
7c01d2af2d70536fea8e74f6bb4107a7	449	473	473
1e113c5cdd873edc886069b01abec63e	591	593	619
88749a0891374147d247bbe2e00b05aa	449	453	489
0fb7704e25030f81e0e271dd790ca7f5	3	361	384
52e62bf77610b830c2794122b44b60a9	1472	1476	1479
e43df8b91353fbeffc4ad061197c97d3	591	594	643
ba1421c46bc50250b2a60d8bfa41a8dc	449	481	481
cf369eaaf1fb8a598c26be84a0200cb4	1230	1	2359
ae98cce65da18171ac2227567ef5f258	591	593	664
76fec32ac6e2bb5ba155377e56f02cd3	1472	504	504
df18f123220ccdcf2246e5a39b6054d4	1230	1	72
eed6310b01f04ce826b2c993ca01ed80	3	1327	429
3d80a0d4d4d986b7e2c624a5d82b60c6	393	608	741
554a0f705c95f3515e12d04aa7ea2452	328	2009	2015
4c4d6b746ed73382e171929f87265025	571	2156	572
2b1423d5825d4bfbbf2e7762029ca9e6	1230	1231	69
09b67717126742aab200371ddde45369	393	959	1015
